"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51"
"56","P10_quienUsaCEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"57","Rr_P10_1_CELULAR_Yo","1101","98.7","544","98.7","557","98.8","0","NaN","208","99.5","217","98.6","260","98.9","248","99.2","168","97.1","0","NaN","240","99.6","409","99.3","279","98.2","173","97.2","236","99.6","179","100","157","98.7","176","96.2","177","100","176","97.8","421","98.1","300","98.7","0","0","287","99.3","0","NaN"
"58","Rr_P10_1_CELULAR_EsposoEsposa","566","50.8","277","50.3","289","51.2","0","NaN","98","46.9","115","52.3","136","51.7","132","52.8","85","49.1","0","NaN","73","30.3","221","53.6","181","63.7","91","51.1","118","49.8","107","59.8","38","23.9","102","55.7","86","48.6","115","63.9","328","76.5","229","75.3","1","1.1","8","2.8","0","NaN"
"59","Rr_P10_1_CELULAR_PapaMama","173","15.5","93","16.9","80","14.2","0","NaN","42","20.1","41","18.6","39","14.8","36","14.4","15","8.7","0","NaN","98","40.7","60","14.6","12","4.2","3","1.7","68","28.7","30","16.8","17","10.7","20","10.9","19","10.7","19","10.6","11","2.6","14","4.6","12","12.9","136","47.1","0","NaN"
"60","Rr_P10_1_CELULAR_HijosHijas","173","15.5","73","13.2","100","17.7","0","NaN","37","17.7","40","18.2","49","18.6","28","11.2","19","11","0","NaN","2","0.8","24","5.8","83","29.2","64","36","35","14.8","33","18.4","10","6.3","42","23","25","14.1","28","15.6","143","33.3","2","0.7","24","25.8","4","1.4","0","NaN"
"61","Rr_P10_1_CELULAR_Otro","111","10","59","10.7","52","9.2","0","NaN","26","12.4","15","6.8","35","13.3","24","9.6","11","6.4","0","NaN","52","21.6","36","8.7","14","4.9","9","5.1","31","13.1","20","11.2","9","5.7","19","10.4","10","5.6","22","12.2","17","4","18","5.9","8","8.6","68","23.5","0","NaN"
"62","Total","1115","100","551","100","564","100","0","NaN","209","100","220","100","263","100","250","100","173","100","0","NaN","241","100","412","100","284","100","178","100","237","100","179","100","159","100","183","100","177","100","180","100","429","100","304","100","93","100","289","100","0","NaN"
"63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"64","P10_quienUsaTABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"65","Rr_P10_1_TABLET_Yo","59","48.8","28","45.2","31","52.5","0","NaN","22","61.1","11","42.3","14","43.8","0","0","0","0","0","NaN","18","58.1","24","52.2","0","0","0","0","0","0","1","11.1","0","0","0","0","0","0","11","40.7","0","0","0","0","0","0","0","0","0","NaN"
"66","Rr_P10_1_TABLET_EsposoEsposa","21","17.4","11","17.7","10","16.9","0","NaN","5","13.9","2","7.7","8","25","0","0","1","12.5","0","NaN","4","12.9","9","19.6","0","0","1","10","0","0","0","0","0","0","0","0","0","0","6","22.2","0","0","0","0","0","0","0","0","0","NaN"
"67","Rr_P10_1_TABLET_PapaMama","11","9.1","8","12.9","3","5.1","0","NaN","2","5.6","3","11.5","2","6.2","0","0","0","0","0","NaN","6","19.4","5","10.9","0","0","0","0","0","0","2","22.2","1","11.1","0","0","1","2.9","2","7.4","1","1.8","0","0","0","0","0","0","0","NaN"
"68","Rr_P10_1_TABLET_HijosHijas","35","28.9","20","32.3","15","25.4","0","NaN","12","33.3","13","50","7","21.9","0","0","1","12.5","0","NaN","2","6.5","8","17.4","0","0","5","50","0","0","5","55.6","0","0","9","52.9","8","22.9","9","33.3","32","58.2","0","0","0","0","0","0","0","NaN"
"69","Rr_P10_1_TABLET_Otro","11","9.1","4","6.5","7","11.9","0","NaN","3","8.3","2","7.7","4","12.5","0","0","2","25","0","NaN","4","12.9","5","10.9","0","0","2","20","1","4.2","2","22.2","1","11.1","2","11.8","2","5.7","3","11.1","3","5.5","3","10.7","0","0","5","16.1","0","NaN"
"70","Total","121","100","62","100","59","100","0","NaN","36","100","26","100","32","100","19","100","8","100","0","NaN","31","100","46","100","34","100","10","100","24","100","9","100","9","100","17","100","35","100","27","100","55","100","28","100","7","100","31","100","0","NaN"
"71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72","P10_quienUsaCOMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"73","Rr_P10_1_COMPU_Yo","135","56","68","56.7","67","55.4","0","NaN","65","65.7","31","56.4","23","47.9","11","39.3","0","0","0","NaN","0","0","56","69.1","22","32.8","0","0","31","54.4","14","48.3","20","69","0","0","31","73.8","0","0","0","0","0","0","0","0","0","0","0","NaN"
"74","Rr_P10_1_COMPU_EsposoEsposa","40","16.6","22","18.3","18","14.9","0","NaN","14","14.1","9","16.4","9","18.8","6","21.4","0","0","0","NaN","0","0","20","24.7","11","16.4","0","0","11","19.3","3","10.3","3","10.3","0","0","10","23.8","0","0","0","0","0","0","0","0","0","0","0","NaN"
"75","Rr_P10_1_COMPU_PapaMama","19","7.9","13","10.8","6","5","0","NaN","10","10.1","3","5.5","2","4.2","3","10.7","1","9.1","0","NaN","0","0","5","6.2","2","3","0","0","7","12.3","2","6.9","5","17.2","1","2.1","4","9.5","0","0","1","1","0","0","1","6.2","0","0","0","NaN"
"76","Rr_P10_1_COMPU_HijosHijas","61","25.3","25","20.8","36","29.8","0","NaN","23","23.2","15","27.3","14","29.2","6","21.4","0","0","0","NaN","1","1.6","6","7.4","36","53.7","18","62.1","9","15.8","10","34.5","6","20.7","16","33.3","6","14.3","14","38.9","57","57","0","0","3","18.8","1","1.2","0","NaN"
"77","Rr_P10_1_COMPU_Otro","22","9.1","15","12.5","7","5.8","0","NaN","9","9.1","4","7.3","4","8.3","5","17.9","0","0","0","NaN","15","23.4","3","3.7","2","3","2","6.9","5","8.8","3","10.3","3","10.3","5","10.4","3","7.1","3","8.3","2","2","1","2.3","3","18.8","16","19.5","0","NaN"
"78","Total","241","100","120","100","121","100","0","NaN","99","100","55","100","48","100","28","100","11","100","0","NaN","64","100","81","100","67","100","29","100","57","100","29","100","29","100","48","100","42","100","36","100","100","100","43","100","16","100","82","100","0","NaN"
"79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80","P15a_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"81","Mis Hijos / Hijas","38","42.2","20","44.4","18","40","0","NaN","9","39.1","12","63.2","11","40.7","5","38.5","1","12.5","0","NaN","3","14.3","9","26.5","22","78.6","4","57.1","3","21.4","5","55.6","2","28.6","7","50","13","54.2","8","36.4","34","73.9","0","0","4","100","0","0","0","NaN"
"82","Mi Papá / Mamá","9","10","7","15.6","2","4.4","0","NaN","1","4.3","2","10.5","3","11.1","1","7.7","2","25","0","NaN","6","28.6","3","8.8","0","0","0","0","4","28.6","1","11.1","1","14.3","1","7.1","1","4.2","1","4.5","0","0","2","9.1","0","0","7","38.9","0","NaN"
"83","Mi Esposo / Esposa","28","31.1","11","24.4","17","37.8","0","NaN","8","34.8","2","10.5","9","33.3","6","46.2","3","37.5","0","NaN","6","28.6","15","44.1","6","21.4","1","14.3","6","42.9","1","11.1","1","14.3","4","28.6","9","37.5","7","31.8","10","21.7","18","81.8","0","0","0","0","0","NaN"
"84","Otros familiares","15","16.7","7","15.6","8","17.8","0","NaN","5","21.7","3","15.8","4","14.8","1","7.7","2","25","0","NaN","6","28.6","7","20.6","0","0","2","28.6","1","7.1","2","22.2","3","42.9","2","14.3","1","4.2","6","27.3","2","4.3","2","9.1","0","0","11","61.1","0","NaN"
"85","Total","90","100","45","100","45","100","0","NaN","23","100","19","100","27","100","13","100","8","100","0","NaN","21","100","34","100","28","100","7","100","14","100","9","100","7","100","14","100","24","100","22","100","46","100","22","100","4","100","18","100","0","NaN"
"86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"87","P15a_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"88","Mis Hijos / Hijas","59","38.1","22","29.3","37","46.2","0","NaN","24","41.4","14","41.2","13","39.4","6","27.3","2","25","0","NaN","0","0","7","14.9","34","64.2","18","85.7","10","23.8","6","33.3","10","55.6","15","48.4","5","25","13","50","55","66.3","0","0","4","44.4","0","0","0","NaN"
"89","Mi Papá / Mamá","22","14.2","11","14.7","11","13.8","0","NaN","8","13.8","5","14.7","5","15.2","3","13.6","1","12.5","0","NaN","14","41.2","7","14.9","1","1.9","0","0","8","19","3","16.7","6","33.3","2","6.5","2","10","1","3.8","1","1.2","2","8","2","22.2","17","44.7","0","NaN"
"90","Mi Esposo / Esposa","45","29","22","29.3","23","28.7","0","NaN","17","29.3","9","26.5","9","27.3","8","36.4","2","25","0","NaN","3","8.8","26","55.3","15","28.3","1","4.8","15","35.7","7","38.9","1","5.6","7","22.6","10","50","5","19.2","23","27.7","22","88","0","0","0","0","0","NaN"
"91","Otros familiares","29","18.7","20","26.7","9","11.2","0","NaN","9","15.5","6","17.6","6","18.2","5","22.7","3","37.5","0","NaN","17","50","7","14.9","3","5.7","2","9.5","9","21.4","2","11.1","1","5.6","7","22.6","3","15","7","26.9","4","4.8","1","4","3","33.3","21","55.3","0","NaN"
"92","Total","155","100","75","100","80","100","0","NaN","58","100","34","100","33","100","22","100","8","100","0","NaN","34","100","47","100","53","100","21","100","42","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","38","100","0","NaN"
"93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"94","P15b_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"95","P15_B_TABLET_Hablar_por_tel_fono","6","6.7","2","4.4","4","8.9","0","NaN","0","0","1","5.3","4","14.8","0","0","1","12.5","0","NaN","2","9.5","4","11.8","0","0","0","0","1","7.1","0","0","0","0","0","0","2","8.3","3","13.6","2","4.3","3","13.6","0","0","1","5.6","0","NaN"
"96","P15_B_TABLET_Mandar_mensajes","13","14.4","4","8.9","9","20","0","NaN","2","8.7","2","10.5","5","18.5","3","23.1","1","12.5","0","NaN","4","19","4","11.8","3","10.7","2","28.6","1","7.1","0","0","0","0","2","14.3","7","29.2","3","13.6","9","19.6","3","13.6","0","0","1","5.6","0","NaN"
"97","P15_B_TABLET_Jugar","49","54.4","24","53.3","25","55.6","0","NaN","12","52.2","12","63.2","11","40.7","7","53.8","7","87.5","0","NaN","10","47.6","16","47.1","18","64.3","5","71.4","4","28.6","5","55.6","4","57.1","5","35.7","17","70.8","14","63.6","32","69.6","9","40.9","1","25","7","38.9","0","NaN"
"98","P15_B_TABLET_O_r_m_sica","37","41.1","18","40","19","42.2","0","NaN","6","26.1","8","42.1","12","44.4","6","46.2","5","62.5","0","NaN","6","28.6","14","41.2","14","50","3","42.9","4","28.6","3","33.3","1","14.3","4","28.6","13","54.2","12","54.5","21","45.7","10","45.5","1","25","5","27.8","0","NaN"
"99","P15_B_TABLET_Buscar__informaci_n","48","53.3","24","53.3","24","53.3","0","NaN","13","56.5","11","57.9","16","59.3","5","38.5","3","37.5","0","NaN","8","38.1","18","52.9","17","60.7","5","71.4","10","71.4","4","44.4","2","28.6","11","78.6","8","33.3","13","59.1","22","47.8","13","59.1","3","75","10","55.6","0","NaN"
"100","P15_B_TABLET_Tomar_fotos","32","35.6","19","42.2","13","28.9","0","NaN","5","21.7","10","52.6","8","29.6","5","38.5","4","50","0","NaN","5","23.8","9","26.5","14","50","4","57.1","4","28.6","1","11.1","1","14.3","6","42.9","12","50","8","36.4","19","41.3","7","31.8","3","75","3","16.7","0","NaN"
"101","P15_B_TABLET_Mandar_mails","19","21.1","9","20","10","22.2","0","NaN","5","21.7","3","15.8","8","29.6","1","7.7","2","25","0","NaN","4","19","8","23.5","5","17.9","2","28.6","4","28.6","2","22.2","2","28.6","8","57.1","3","12.5","0","0","9","19.6","5","22.7","1","25","4","22.2","0","NaN"
"102","P15_B_TABLET_Hacer_pagos","7","7.8","2","4.4","5","11.1","0","NaN","2","8.7","1","5.3","3","11.1","1","7.7","0","0","0","NaN","1","4.8","4","11.8","2","7.1","0","0","3","21.4","0","0","2","28.6","1","7.1","1","4.2","0","0","2","4.3","4","18.2","0","0","1","5.6","0","NaN"
"103","P15_B_TABLET_Ver__TV","4","4.4","3","6.7","1","2.2","0","NaN","0","0","0","0","3","11.1","0","0","1","12.5","0","NaN","0","0","3","8.8","1","3.6","0","0","3","21.4","0","0","0","0","0","0","1","4.2","0","0","2","4.3","1","4.5","1","25","0","0","0","NaN"
"104","P15_B_TABLET_Ver_pel_culas","35","38.9","17","37.8","18","40","0","NaN","8","34.8","8","42.1","14","51.9","3","23.1","2","25","0","NaN","7","33.3","14","41.2","11","39.3","3","42.9","5","35.7","3","33.3","3","42.9","10","71.4","9","37.5","5","22.7","17","37","10","45.5","2","50","6","33.3","0","NaN"
"105","P15_B_TABLET_Ver_videos","36","40","19","42.2","17","37.8","0","NaN","9","39.1","9","47.4","9","33.3","6","46.2","3","37.5","0","NaN","5","23.8","16","47.1","11","39.3","4","57.1","8","57.1","3","33.3","6","85.7","4","28.6","10","41.7","5","22.7","15","32.6","11","50","2","50","8","44.4","0","NaN"
"106","P15_B_TABLET_Comprar_por_internet","5","5.6","4","8.9","1","2.2","0","NaN","1","4.3","2","10.5","2","7.4","0","0","0","0","0","NaN","0","0","1","2.9","2","7.1","2","28.6","1","7.1","0","0","1","14.3","2","14.3","1","4.2","0","0","3","6.5","1","4.5","1","25","0","0","0","NaN"
"107","P15_B_TABLET_Banca_en_l_nea","1","1.1","0","0","1","2.2","0","NaN","0","0","0","0","0","0","0","0","1","12.5","0","NaN","0","0","1","2.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4.5","0","0","1","4.5","0","0","0","0","0","NaN"
"108","P15_B_TABLET_Entrar_a_redes_sociales","34","37.8","16","35.6","18","40","0","NaN","6","26.1","7","36.8","13","48.1","5","38.5","3","37.5","0","NaN","9","42.9","12","35.3","10","35.7","3","42.9","4","28.6","3","33.3","1","14.3","8","57.1","10","41.7","8","36.4","16","34.8","9","40.9","3","75","6","33.3","0","NaN"
"109","P15_B_TABLET_Para_trabajar","5","5.6","4","8.9","1","2.2","0","NaN","1","4.3","0","0","3","11.1","1","7.7","0","0","0","NaN","1","4.8","3","8.8","1","3.6","0","0","1","7.1","0","0","1","14.3","0","0","1","4.2","2","9.1","2","4.3","1","4.5","0","0","2","11.1","0","NaN"
"110","P15_B_TABLET_Para_leer","19","21.1","10","22.2","9","20","0","NaN","6","26.1","4","21.1","6","22.2","2","15.4","1","12.5","0","NaN","1","4.8","10","29.4","6","21.4","2","28.6","5","35.7","0","0","2","28.6","2","14.3","6","25","4","18.2","9","19.6","5","22.7","1","25","4","22.2","0","NaN"
"111","P15_B_TABLET_Hacer_tareas___trabajos_____dd","21","23.3","12","26.7","9","20","0","NaN","6","26.1","7","36.8","5","18.5","2","15.4","1","12.5","0","NaN","2","9.5","3","8.8","11","39.3","5","71.4","1","7.1","3","33.3","0","0","6","42.9","3","12.5","8","36.4","13","28.3","1","4.5","3","75","4","22.2","0","NaN"
"112","Total","90","100","45","100","45","100","0","NaN","23","100","19","100","27","100","13","100","8","100","0","NaN","21","100","34","100","28","100","7","100","14","100","9","100","7","100","14","100","24","100","22","100","46","100","22","100","4","100","18","100","0","NaN"
"113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"114","P15b_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"115","P15_B_COMPU_Hablar_por_tel_fono","7","4.5","4","5.3","3","3.8","0","NaN","5","8.6","0","0","1","3","0","0","1","12.5","0","NaN","0","0","3","6.4","2","3.8","2","9.5","2","4.8","0","0","1","5.6","1","3.2","2","10","1","3.8","4","4.8","2","8","0","0","1","2.6","0","NaN"
"116","P15_B_COMPU_Mandar_mensajes","21","13.5","11","14.7","10","12.5","0","NaN","8","13.8","5","14.7","5","15.2","3","13.6","0","0","0","NaN","3","8.8","8","17","6","11.3","4","19","5","11.9","0","0","2","11.1","4","12.9","5","25","5","19.2","13","15.7","4","16","1","11.1","3","7.9","0","NaN"
"117","P15_B_COMPU_Jugar","47","30.3","24","32","23","28.7","0","NaN","15","25.9","11","32.4","11","33.3","8","36.4","2","25","0","NaN","9","26.5","15","31.9","14","26.4","9","42.9","9","21.4","1","5.6","6","33.3","14","45.2","10","50","7","26.9","34","41","5","20","1","11.1","7","18.4","0","NaN"
"118","P15_B_COMPU_O_r_m_sica","48","31","23","30.7","25","31.2","0","NaN","13","22.4","12","35.3","12","36.4","8","36.4","3","37.5","0","NaN","9","26.5","16","34","15","28.3","8","38.1","8","19","4","22.2","4","22.2","15","48.4","10","50","7","26.9","29","34.9","9","36","3","33.3","7","18.4","0","NaN"
"119","P15_B_COMPU_Buscar__informaci_n","114","73.5","52","69.3","62","77.5","0","NaN","41","70.7","29","85.3","23","69.7","17","77.3","4","50","0","NaN","24","70.6","37","78.7","37","69.8","16","76.2","35","83.3","8","44.4","6","33.3","29","93.5","14","70","22","84.6","62","74.7","19","76","7","77.8","26","68.4","0","NaN"
"120","P15_B_COMPU_Tomar_fotos","11","7.1","5","6.7","6","7.5","0","NaN","2","3.4","3","8.8","4","12.1","1","4.5","1","12.5","0","NaN","2","5.9","4","8.5","2","3.8","3","14.3","2","4.8","0","0","0","0","5","16.1","1","5","3","11.5","7","8.4","2","8","1","11.1","1","2.6","0","NaN"
"121","P15_B_COMPU_Mandar_mails","66","42.6","34","45.3","32","40","0","NaN","23","39.7","19","55.9","13","39.4","10","45.5","1","12.5","0","NaN","15","44.1","22","46.8","17","32.1","12","57.1","18","42.9","7","38.9","7","38.9","18","58.1","7","35","9","34.6","28","33.7","20","80","4","44.4","14","36.8","0","NaN"
