"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61","NA62","NA63","NA64","NA65","NA66","NA67","NA68","NA69","NA70","NA71","NA72","NA73","NA74","NA75"
"458","Es un regalo","338","30.3","338","30.3","0","NaN","11","35.5","327","30.2","27","31.4","311","30.2","0","NaN","338","30.3","23","25.6","315","30.7","41","26.5","297","30.9","220","39.9","118","20.9","0","NaN","57","27.3","60","27.3","73","27.8","86","34.4","62","35.8","0","NaN","117","48.5","88","21.4","57","20.1","76","42.7","66","27.8","38","21.2","66","41.5","60","32.8","54","30.5","54","30","124","28.9","80","26.3","24","25.8","110","38.1","0","NaN"
"459","Total","1115","100","1115","100","0","NaN","31","100","1084","100","86","100","1029","100","0","NaN","1115","100","90","100","1025","100","155","100","960","100","551","100","564","100","0","NaN","209","100","220","100","263","100","250","100","173","100","0","NaN","241","100","412","100","284","100","178","100","237","100","179","100","159","100","183","100","177","100","180","100","429","100","304","100","93","100","289","100","0","NaN"
"460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"461","P17_TABLET","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"462","Yo lo compré","26","59.1","18","58.1","8","61.5","26","59.1","0","NaN","5","45.5","21","63.6","0","NaN","26","59.1","0","NaN","26","59.1","5","71.4","21","56.8","12","50","14","70","0","NaN","7","50","8","72.7","3","37.5","8","72.7","0","NaN","0","NaN","3","23.1","12","70.6","7","70","4","100","4","33.3","0","0","4","50","3","60","10","83.3","5","83.3","11","78.6","8","80","4","100","3","18.8","0","NaN"
"463","Es un regalo","18","40.9","13","41.9","5","38.5","18","40.9","0","NaN","6","54.5","12","36.4","0","NaN","18","40.9","0","NaN","18","40.9","2","28.6","16","43.2","12","50","6","30","0","NaN","7","50","3","27.3","5","62.5","3","27.3","0","NaN","0","NaN","10","76.9","5","29.4","3","30","0","0","8","66.7","1","100","4","50","2","40","2","16.7","1","16.7","3","21.4","2","20","0","0","13","81.2","0","NaN"
"464","Total","44","100","31","100","13","100","44","100","0","NaN","11","100","33","100","0","NaN","44","100","0","NaN","44","100","7","100","37","100","24","100","20","100","0","NaN","14","100","11","100","8","100","11","100","0","NaN","0","NaN","13","100","17","100","10","100","4","100","12","100","1","100","8","100","5","100","12","100","6","100","14","100","10","100","4","100","16","100","0","NaN"
"465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"466","P17_COMPU","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"467","Yo lo compré","66","61.7","53","61.6","13","61.9","5","45.5","61","63.5","66","61.7","0","NaN","2","100","64","61","5","62.5","61","61.6","0","NaN","66","61.7","32","57.1","34","66.7","0","NaN","24","53.3","21","77.8","14","73.7","4","33.3","3","75","0","NaN","10","27","37","88.1","13","76.5","6","54.5","7","41.2","16","94.1","6","35.3","13","68.4","18","66.7","6","60","17","73.9","17","77.3","10","83.3","22","44","0","NaN"
"468","Es un regalo","41","38.3","33","38.4","8","38.1","6","54.5","35","36.5","41","38.3","0","NaN","0","0","41","39","3","37.5","38","38.4","0","NaN","41","38.3","24","42.9","17","33.3","0","NaN","21","46.7","6","22.2","5","26.3","8","66.7","1","25","0","NaN","27","73","5","11.9","4","23.5","5","45.5","10","58.8","1","5.9","11","64.7","6","31.6","9","33.3","4","40","6","26.1","5","22.7","2","16.7","28","56","0","NaN"
"469","Total","107","100","86","100","21","100","11","100","96","100","107","100","0","NaN","2","100","105","100","8","100","99","100","0","NaN","107","100","56","100","51","100","0","NaN","45","100","27","100","19","100","12","100","4","100","0","NaN","37","100","42","100","17","100","11","100","17","100","17","100","17","100","19","100","27","100","10","100","23","100","22","100","12","100","50","100","0","NaN"
"470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"471","P17a_CEL","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"472","Nuevo","585","75.3","585","75.3","0","NaN","17","85","568","75","53","89.8","532","74.1","0","NaN","585","75.3","50","74.6","535","75.4","98","86","487","73.5","264","79.8","321","72","0","NaN","134","88.2","135","84.4","146","76.8","116","70.7","54","48.6","0","NaN","88","71","246","75.9","175","77.1","76","74.5","131","76.6","111","78.7","72","77.4","97","78.9","87","70.7","87","69","224","73.4","170","75.9","59","85.5","132","73.7","0","NaN"
"473","Usado","192","24.7","192","24.7","0","NaN","3","15","189","25","6","10.2","186","25.9","0","NaN","192","24.7","17","25.4","175","24.6","16","14","176","26.5","67","20.2","125","28","0","NaN","18","11.8","25","15.6","44","23.2","48","29.3","57","51.4","0","NaN","36","29","78","24.1","52","22.9","26","25.5","40","23.4","30","21.3","21","22.6","26","21.1","36","29.3","39","31","81","26.6","54","24.1","10","14.5","47","26.3","0","NaN"
"474","Total","777","100","777","100","0","NaN","20","100","757","100","59","100","718","100","0","NaN","777","100","67","100","710","100","114","100","663","100","331","100","446","100","0","NaN","152","100","160","100","190","100","164","100","111","100","0","NaN","124","100","324","100","227","100","102","100","171","100","141","100","93","100","123","100","123","100","126","100","305","100","224","100","69","100","179","100","0","NaN"
"475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"476","P17a_TABLET","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"477","Nuevo","22","84.6","15","83.3","7","87.5","22","84.6","0","NaN","5","100","17","81","0","NaN","22","84.6","0","NaN","22","84.6","5","100","17","81","10","83.3","12","85.7","0","NaN","6","85.7","7","87.5","3","100","6","75","0","NaN","0","NaN","3","100","10","83.3","6","85.7","3","75","3","75","0","NaN","4","100","2","66.7","9","90","4","80","9","81.8","8","100","2","50","3","100","0","NaN"
"478","Usado","4","15.4","3","16.7","1","12.5","4","15.4","0","NaN","0","0","4","19","0","NaN","4","15.4","0","NaN","4","15.4","0","0","4","19","2","16.7","2","14.3","0","NaN","1","14.3","1","12.5","0","0","2","25","0","NaN","0","NaN","0","0","2","16.7","1","14.3","1","25","1","25","0","NaN","0","0","1","33.3","1","10","1","20","2","18.2","0","0","2","50","0","0","0","NaN"
"479","Total","26","100","18","100","8","100","26","100","0","NaN","5","100","21","100","0","NaN","26","100","0","NaN","26","100","5","100","21","100","12","100","14","100","0","NaN","7","100","8","100","3","100","8","100","0","NaN","0","NaN","3","100","12","100","7","100","4","100","4","100","0","NaN","4","100","3","100","10","100","5","100","11","100","8","100","4","100","3","100","0","NaN"
"480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"481","P17a_COMPU","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"482","Nuevo","55","83.3","44","83","11","84.6","5","100","50","82","55","83.3","0","NaN","2","100","53","82.8","4","80","51","83.6","0","NaN","55","83.3","27","84.4","28","82.4","0","NaN","20","83.3","18","85.7","12","85.7","3","75","2","66.7","0","NaN","8","80","32","86.5","11","84.6","4","66.7","6","85.7","13","81.2","5","83.3","10","76.9","16","88.9","5","83.3","14","82.4","14","82.4","9","90","18","81.8","0","NaN"
"483","Usado","11","16.7","9","17","2","15.4","0","0","11","18","11","16.7","0","NaN","0","0","11","17.2","1","20","10","16.4","0","NaN","11","16.7","5","15.6","6","17.6","0","NaN","4","16.7","3","14.3","2","14.3","1","25","1","33.3","0","NaN","2","20","5","13.5","2","15.4","2","33.3","1","14.3","3","18.8","1","16.7","3","23.1","2","11.1","1","16.7","3","17.6","3","17.6","1","10","4","18.2","0","NaN"
"484","Total","66","100","53","100","13","100","5","100","61","100","66","100","0","NaN","2","100","64","100","5","100","61","100","0","NaN","66","100","32","100","34","100","0","NaN","24","100","21","100","14","100","4","100","3","100","0","NaN","10","100","37","100","13","100","6","100","7","100","16","100","6","100","13","100","18","100","6","100","17","100","17","100","10","100","22","100","0","NaN"
"485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"486","P17b_CEL","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"487","En una tienda departamental","210","35.9","210","35.9","0","NaN","6","35.3","204","35.9","22","41.5","188","35.3","0","NaN","210","35.9","18","36","192","35.9","33","33.7","177","36.3","77","29.2","133","41.4","0","NaN","51","38.1","53","39.3","55","37.7","35","30.2","16","29.6","0","NaN","32","36.4","96","39","58","33.1","24","31.6","30","22.9","41","36.9","40","55.6","46","47.4","30","34.5","23","26.4","76","33.9","66","38.8","20","33.9","48","36.4","0","NaN"
"488","En una tienda propia de la marca","156","26.7","156","26.7","0","NaN","6","35.3","150","26.4","13","24.5","143","26.9","0","NaN","156","26.7","14","28","142","26.5","41","41.8","115","23.6","79","29.9","77","24","0","NaN","47","35.1","30","22.2","36","24.7","31","26.7","12","22.2","0","NaN","26","29.5","66","26.8","41","23.4","23","30.3","38","29","26","23.4","16","22.2","20","20.6","13","14.9","43","49.4","60","26.8","42","24.7","14","23.7","40","30.3","0","NaN"
"489","En una tienda especializada en electrónicos (Ejemplo: Best Buy)","49","8.4","49","8.4","0","NaN","2","11.8","47","8.3","7","13.2","42","7.9","0","NaN","49","8.4","4","8","45","8.4","4","4.1","45","9.2","21","8","28","8.7","0","NaN","8","6","11","8.1","13","8.9","13","11.2","4","7.4","0","NaN","5","5.7","21","8.5","14","8","9","11.8","13","9.9","7","6.3","7","9.7","8","8.2","9","10.3","5","5.7","18","8","12","7.1","5","8.5","14","10.6","0","NaN"
"490","En una tienda de Autoservicio","110","18.8","110","18.8","0","NaN","3","17.6","107","18.8","8","15.1","102","19.2","0","NaN","110","18.8","6","12","104","19.4","8","8.2","102","20.9","58","22","52","16.2","0","NaN","17","12.7","26","19.3","30","20.5","24","20.7","13","24.1","0","NaN","18","20.5","39","15.9","38","21.7","15","19.7","7","5.3","28","25.2","9","12.5","18","18.6","33","37.9","15","17.2","46","20.5","32","18.8","15","25.4","17","12.9","0","NaN"
"491","Otro (especificar)","60","10.3","60","10.3","0","NaN","0","0","60","10.6","3","5.7","57","10.7","0","NaN","60","10.3","8","16","52","9.7","12","12.2","48","9.9","29","11","31","9.7","0","NaN","11","8.2","15","11.1","12","8.2","13","11.2","9","16.7","0","NaN","7","8","24","9.8","24","13.7","5","6.6","43","32.8","9","8.1","0","0","5","5.2","2","2.3","1","1.1","24","10.7","18","10.6","5","8.5","13","9.8","0","NaN"
"492","Total","585","100","585","100","0","NaN","17","100","568","100","53","100","532","100","0","NaN","585","100","50","100","535","100","98","100","487","100","264","100","321","100","0","NaN","134","100","135","100","146","100","116","100","54","100","0","NaN","88","100","246","100","175","100","76","100","131","100","111","100","72","100","97","100","87","100","87","100","224","100","170","100","59","100","132","100","0","NaN"
